,County,Vote Center ID,Address,City
430,CLAYTON,31021,825 TARA ROAD,HAMPTON
431,CLAYTON,31022,1169 MORROW RD,MORROW
432,CLAYTON,31023,1260 ROCKCUT RD,FOREST PARK
433,CLAYTON,31024,7711 MOUNT ZION BOULEVARD,JONESBORO
434,CLAYTON,31027,10990 FOLSOM ROAD,HAMPTON
435,CLAYTON,31028,7971 KENDRICK ROAD,JONESBORO
436,CLAYTON,31029,7435 TARA RD,JONESBORO
437,CLAYTON,31086,5745 W. LEES MILL ROAD,COLLEGE PARK 
438,CLAYTON,31031,7900 LAKE RIDGE CIR,RIVERDALE
439,CLAYTON,31032,865 BATTLE CREEK RD,JONESBORO
440,CLAYTON,31033,178 LEE STREET,JONESBORO
441,CLAYTON,31047,5880 OLD DIXIE HIGHWAY,FOREST PARK
442,CLAYTON,31083,11622 HASTINGS BRIDGE ROAD,LOVEJOY
443,CLAYTON,31034,1588 LOVEJOY RD,LOVEJOY
444,CLAYTON,31035,1587 MCDONOUGH RD,HAMPTON
445,CLAYTON,31036,1905 WALT STEPHENS RD,JONESBORO
446,CLAYTON,31037,2201 LAKE HARBIN ROAD,MORROW
447,CLAYTON,31039,1500 MORROW ROAD,MORROW
448,CLAYTON,31051,2920 MOUNT ZION ROAD,JONESBORO
449,CLAYTON,31041,2984 MT ZION RD,JONESBORO
450,CLAYTON,31042,2535 MT ZION PKWY,JONESBORO
451,CLAYTON,31081,9652 FAYETTEVILLE ROAD,JONESBORO
452,CLAYTON,31043,1251 MUNDYS MILL RD,JONESBORO
453,CLAYTON,31065,1014 NEW HOPE DRIVE,HAMPTON
454,CLAYTON,31057,7725 HIGHWAY 85,RIVERDALE
455,CLAYTON,31044,5517 W FAYETTEVILLE RD,COLLEGE PARK
456,CLAYTON,31045,1525 NORMAN DR,COLLEGE PARK
457,CLAYTON,31084,3406 REX ROAD,REX
458,CLAYTON,31046,1725 CHERYL LEIGH DR,RIVERDALE
459,CLAYTON,31048,8482 THOMAS ROAD,RIVERDALE
460,CLAYTON,31049,8495 THOMAS RD,JONESBORO
461,CLAYTON,31050,6340 HIGHWAY 42 SOUTH,REX
462,CLAYTON,31052,1064 BETHSAIDA RD,RIVERDALE
463,CLAYTON,31016,6253 GARDEN WALK BLVD,RIVERDALE
464,CLAYTON,31054,160 ROBERTS DRIVE,RIVERDALE
465,CLAYTON,31055,6390 RIVERDALE ROAD,RIVERDALE
466,CLAYTON,31056,400 ROBERTS DR,RIVERDALE
467,CLAYTON,31058,205 N. BRIDGE RD,FAYETTEVILLE
468,CLAYTON,31013,1087 BATTLECREEK RD,JONESBORO
469,CLAYTON,31059,591 FLINT RIVER RD,JONESBORO
470,CLAYTON,31060,1400 LAKE JODECO RD,JONESBORO
471,CLAYTON,31061,937 MOUNT ZION RD,MORROW
472,CLAYTON,31040,6021 MADDOX ROAD,MORROW
473,CLAYTON,31014,2750 FOREST PKWY,ELLENWOOD
474,CLAYTON,31063,5580 RIVERDALE RD,COLLEGE PARK
475,CLINCH,32001,109 ARABIA COURTHOUSE RD,HOMERVILLE
476,CLINCH,32003,25 COURT SQUARE,HOMERVILLE
477,CLINCH,32004,81 NICHOLS ST,DUPONT
478,CLINCH,32005,11 SUWANNEE DR,FARGO
479,CLINCH,32006,3050 JESSE STEEDLEY RD,ARGYLE
480,COBB,33001,4361 CHEROKEE ST,ACWORTH
481,COBB,33021,160 LEGION DR,SMYRNA
482,COBB,33004,2420 SPRING RD,SMYRNA
483,COBB,33006,2625 JOE JERKINS BLVD,AUSTELL
484,COBB,33166,2240 SHALLOWFORD RD,MARIETTA
485,COBB,33119,2753 WATTS DR.,KENNESAW
486,COBB,33162,4644 SANDY PLAINS RD,MARIETTA
487,COBB,33011,775 SMYRNA POWDER SPRINGS RD,MARIETTA
488,COBB,33013,4845 DALLAS HWY,POWDER SPRINGS
489,COBB,33117,285 VICTORY DR,MARIETTA
490,COBB,33133,5145 DUE WEST RD,POWDER SPRINGS
491,COBB,33018,2330 BURNT HICKORY ROAD,MARIETTA
492,COBB,33169,4025 SOUTH HURT ROAD,SMYRNA
493,COBB,33307,1243 BELMONT AVENUE,SMYRNA
494,COBB,33146,50 SHALLOWFORD RD,KENNESAW
495,COBB,33190,4905 ROSWELL RD NE,MARIETTA
496,COBB,33027,1350 JOHN WARD RD,MARIETTA
497,COBB,33028,2663 JOHNSON FERRY RD,MARIETTA
498,COBB,33029,1210 WOOTEN LAKE RD,KENNESAW
499,COBB,33087,3393 CANTON RD,MARIETTA
500,COBB,33135,285 SOUTH GORDON RD SW,MABLETON
501,COBB,33114,548 SOUTH MARIETTA PKWY,MARIETTA
502,COBB,33032,1000 EMC PKWY NE,MARIETTA
503,COBB,33139,3206 OLD HIGHWAY 41 NW,KENNESAW
504,COBB,33034,3795 COCHISE DR,ATLANTA
505,COBB,33036,1190 INDIAN HILLS PKWY,MARIETTA
506,COBB,33037,4605 EWING RD,AUSTELL
507,COBB,33097,2881 CANTON RD,MARIETTA
508,COBB,33057,1100 PIEDMONT RD NE,MARIETTA
509,COBB,33043,2121 WEST SANDTOWN RD,MARIETTA
510,COBB,33045,3956 DUE WEST RD,MARIETTA
511,COBB,33047,2891 MARS HILL RD,ACWORTH
512,COBB,33136,1940 SHALLOWFORD RD,MARIETTA
513,COBB,33048,5240 ROSWELL RD,MARIETTA
514,COBB,33049,4400 LOWER ROSWELL RD,MARIETTA
515,COBB,33214,2450 LOWER ROSWELL RD NE,MARIETTA
516,COBB,33055,2570 LOWER ROSWELL ROAD,MARIETTA
517,COBB,33060,315 KURTZ RD,MARIETTA
518,COBB,33061,1465 BRANDON DRIVE,MARIETTA
519,COBB,33132,5083 HIRAM LITHIA SPRINGS RD,POWDER SPRINGS
520,COBB,33003,1275 CHURCH STREET,SMYRNA
521,COBB,33065,4330 NORTH AVE,POWDER SPRINGS
522,COBB,33096,3481 CAMPUS LOOP RD,KENNESAW
523,COBB,33068,4803 FLOYD RD,MABLETON
524,COBB,33157,3996 FLOYD RD,AUSTELL
525,COBB,33069,1345 MARS HILL RD,ACWORTH
526,COBB,33071,3499 ROBINSON RD,MARIETTA
527,COBB,33154,4181 ATLANTA ST,POWDER SPRINGS
528,COBB,33035,3005 RING RD NW,KENNESAW
529,COBB,33042,3737 STILESBORO RD NW,KENNESAW
530,COBB,33083,675 HOLT RD,MARIETTA
531,COBB,33113,1083 ALLGOOD RD NE,MARIETTA
532,COBB,33077,4500 DUE WEST RD,KENNESAW
533,COBB,33078,1501 KENNESAW DUE WEST RD,KENNESAW
534,COBB,33143,3269 OLD CONCORD RD SE,SMYRNA
535,COBB,33082,2364 POWDER SPRINGS RD SW,MARIETTA
536,COBB,33084,3401 LOWER ROSWELL RD,MARIETTA
537,COBB,33085,2922 SANDY PLAINS RD,MARIETTA
538,COBB,33109,4101 SANDY PLAINS RD,MARIETTA
539,COBB,33010,2720 SOUTH COBB DR SE,SMYRNA
540,COBB,33073,1455 BEN KING RD,KENNESAW
541,COBB,33089,955 JOHNSON FERRY RD,MARIETTA
542,COBB,33091,4770 LEE WATERS RD,MARIETTA
543,COBB,33094,2958 NORTH MAIN STREET,KENNESAW
544,COBB,33064,3732 KING SPRINGS RD SE,SMYRNA
545,COBB,33191,3265 BROWN ROAD SE,SMYRNA
546,COBB,33099,230 CRESSON DR,MARIETTA
547,COBB,33002,1040 BLACKWELL RD,MARIETTA
548,COBB,33158,4201 LEGACY PARK CIR,KENNESAW
549,COBB,33175,4100 KING SPRINGS RD,SMYRNA
550,COBB,33134,50 VETERANS MEM. HWY,MABLETON
551,COBB,33156,4331 BROWNSVILLE ROAD,POWDER SPRINGS
552,COBB,33103,3450 STILESBORO ROAD,KENNESAW
553,COBB,33105,700 OLD MOUNTAIN RD,KENNESAW
554,COBB,33185,3825 LUTHER WARD ROAD,POWDER SPRINGS
555,COBB,33238,5235 AUSTELL-POWDER SPRINGS RD,AUSTELL
556,COBB,33107,4814 PAPER MILL RD,MARIETTA
557,COBB,33040,1200 INDIAN HILLS PKWY,MARIETTA
558,COBB,33148,6114 MABLETON PKWY,MABLETON
559,COBB,33174,5220 CHURCH ST SW,MABLETON
560,COBB,33110,3732 MACLAND RD,POWDER SPRINGS
561,COBB,33236,63 MAPLE AVENUE,MARIETTA
562,COBB,33115,1171 WHITLOCK AVE,MARIETTA
563,COBB,33017,3660 OLD STILESBORO ROAD,KENNESAW
564,COBB,33122,4075 MACLAND RD,POWDER SPRINGS
565,COBB,33127,287 MT CALVARY RD,MARIETTA
566,COBB,33123,1030 MILFORD CHURCH RD,MARIETTA
567,COBB,33309,1021 OREGON TRAIL SW,MARIETTA
568,COBB,33173,3320 SANDY PLAINS RD,MARIETTA
569,COBB,33039,2300 JAMERSON RD,MARIETTA
570,COBB,33126,4385 LOWER ROSWELL RD,MARIETTA
571,COBB,33054,1700 ALLGOOD RD,MARIETTA
572,COBB,33129,1770 JOHNSON FERRY RD,MARIETTA
573,COBB,33130,2320 MURDOCK RD,MARIETTA
574,COBB,33095,2975 COBB PARKWAY NW,KENNESAW
575,COBB,33022,836 NEW SALEM RD NW,KENNESAW
576,COBB,33137,4555 MAVELL RD,SMYRNA
577,COBB,33138,4120 CANTON RD,MARIETTA
578,COBB,33131,3900 SOUTH MAIN STREET,ACWORTH
579,COBB,33012,3100 JAYCEE DR,MARIETTA
580,COBB,33141,3413 BLUE SPRINGS ROAD,KENNESAW
581,COBB,33118,3737 DALLAS ACWORTH HIGHWAY NW,ACWORTH
582,COBB,33164,2730 CUMBERLAND BLVD SE,SMYRNA
583,COBB,33112,1630 PIEDMONT RD,MARIETTA
584,COBB,33100,3755 SANDY PLAINS RD,MARIETTA
585,COBB,33277,2720 PINE MOUNTAIN CIRCLE,KENNESAW
586,COBB,33151,4575 WADE GREEN RD,ACWORTH
587,COBB,33235,566 WHITLOCK AVE NW,MARIETTA
588,COBB,33104,816 PICKENS INDUSTRIAL DR,MARIETTA
589,COBB,33195,135 RIVERSIDE PARKWAY,AUSTELL
590,COBB,33167,3820 MACEDONIA RD,POWDER SPRINGS
591,COBB,33170,2825 SANDY PLAINS RD,MARIETTA
592,COBB,33046,1150 POWDER SPRINGS ST,MARIETTA
593,COBB,33121,4665 MACLAND RD,POWDER SPRINGS
594,COBB,33088,2051 LOWER ROSWELL RD,MARIETTA
595,COBB,33172,3529 LASSITER ROAD,MARIETTA
596,COBB,33120,1686 SHALLOWFORD RD,MARIETTA
597,COBB,33306,75 HAWKINS STORE RD NW,KENNESAW 
598,COBB,33308,810 CHURCH ST SE,SMYRNA
599,COBB,33176,200 VILLAGE GREEN CIR,SMYRNA
600,COBB,33177,3320 PAPER MILL RD,MARIETTA
601,COBB,33178,620 LIONS CLUB DR,MABLETON
602,COBB,33108,805 CLAY RD.,MABLETON
603,COBB,33183,4300 KING SPRINGS RD,SMYRNA
604,COBB,33007,4310 MOON STATION LANE,ACWORTH
605,COBB,33159,3640 SPRING HILL PKWY,SMYRNA
606,COBB,33188,1415 OLD CANTON RD,MARIETTA
607,COBB,33080,3330 SANDY PLAINS ROAD,MARIETTA
608,COBB,33041,1795 JOHNSON FERRY RD,MARIETTA
609,COBB,33212,555 NICKAJACK ROAD,MABLETON
610,COBB,33192,1480 BELLS FERRY RD,MARIETTA
611,COBB,33281,950 SHILOH RD,KENNESAW
612,COBB,33016,821 SOUTH GORDON RD SW,AUSTELL
613,COBB,33233,492 NORTH MARIETTA PARKWAY,MARIETTA
614,COBB,33072,4255 SANDY PLAINS RD,MARIETTA
615,COBB,33198,5950 NICHOLS RD,POWDER SPRINGS
616,COBB,33199,4290 PACES FERRY RD,ATLANTA
617,COBB,33201,2025 POWDER SPRINGS RD,MARIETTA
618,COBB,33202,4495 SANDY PLAINS RD,MARIETTA
619,COBB,33203,1245 VILLA RICA RD,MARIETTA
620,COBB,33070,1750 DENNIS KEMP LN,KENNESAW
621,COBB,33204,4915 DALLAS HWY,POWDER SPRINGS
622,COBB,33033,"1885 ROSWELL ST., SE",SMYRNA
623,COBB,33140,3662 SHALLOWFORD RD,MARIETTA
624,COBB,33207,165 LEMON ST,MARIETTA
625,COFFEE,34015,98 W. ELM ST.,AMBROSE
626,COFFEE,34001,2387 BRIDGETOWN RD,WILLACOOCHEE
627,COFFEE,34017,200 S MADISON AVE,DOUGLAS
628,COFFEE,34003,707 VAN STREAT HWY,NICHOLLS
629,COFFEE,34016,100 CHURCH ST,BROXTON
630,COFFEE,34008,230 SCHOOL CIRCLE,WEST GREEN
631,COLQUITT,35001,616 5TH AVE NW,MOULTRIE
632,COLQUITT,35002,2493 GA HWY 33 S,MOULTRIE
633,COLQUITT,35003,283 LANGFORD STREET,BERLIN
634,COLQUITT,35004,2407 BAY ROCKYFORD RD,MOULTRIE
635,COLQUITT,35005,570 JONAH TILLMAN RD,MOULTRIE
636,COLQUITT,35006,155 J P PERRY RD,NORMAN PARK
637,COLQUITT,35008,212 WEST BROAD STREET,DOERUN
638,COLQUITT,35009,103 N BAKER ST,ELLENTON
639,COLQUITT,35010,115 W MULBERRY ST,FUNSTON
640,COLQUITT,35011,240 GA HWY 202,HARTSFIELD
641,COLQUITT,35012,103 BRYAN RD,HARTSFIELD
642,COLQUITT,35013,1230 CANNON RD,MOULTRIE
643,COLQUITT,35014,5063 GA HWY 33 N,MOULTRIE
644,COLQUITT,35015,140 SMITHWICK RD,COOLIDGE
645,COLQUITT,35016,154 EAST BROAD ST,NORMAN PARK
646,COLQUITT,35019,231 SCHLEY CHURCH RD,MOULTRIE
647,COLQUITT,35020,6565 THIGPEN TRAIL,DOERUN
648,COLQUITT,35021,1100 11TH AVE SW,MOULTRIE
649,COLQUITT,35022,4182 ELLENTON OMEGA RD,OMEGA
650,COLUMBIA,36001,3917 WASHINGTON RD,MARTINEZ
651,COLUMBIA,36002,313 BASTON RD,MARTINEZ
652,COLUMBIA,36008,599 S OLD BELAIR RD,GROVETOWN
653,COLUMBIA,36048,5913 EUCHEE CREEK DRIVE,HARLEM
654,COLUMBIA,36006,4541 DEWEY DRIVE,MARTINEZ
655,COLUMBIA,36007,550 BLUE RIDGE DRIVE,EVANS
656,COLUMBIA,36037,4201 SOUTHERN PINES DRIVE,EVANS
657,COLUMBIA,36018,136 N BELAIR RD,EVANS
658,COLUMBIA,36010,4232 EVANS TO LOCKS RD,EVANS
659,COLUMBIA,36011,4227 COLUMBIA RD,MARTINEZ
660,COLUMBIA,36015,4781 HEREFORD FARM ROAD,EVANS
661,COLUMBIA,36016,7022 EVANS TOWN CENTER,EVANS
662,COLUMBIA,36012,6375 RIDGE ROAD,APPLING
663,COLUMBIA,36013,6808 COBBHAM ROAD,APPLING
664,COLUMBIA,36003,470 FURYS FERRY ROAD,MARTINEZ
665,COLUMBIA,36004,437 N BELAIR RD,EVANS
666,COLUMBIA,36019,703 FURYS FERRY ROAD,EVANS
667,COLUMBIA,36045,4945 HARDY MCMANUS RD,EVANS
668,COLUMBIA,36021,4406 WRIGHTSBORO ROAD,GROVETOWN
669,COLUMBIA,36022,5114 RIVERWOOD PARKWAY,EVANS
670,COLUMBIA,36054,108 W. ROBINSON AVE,GROVETOWN
671,COLUMBIA,36025,5555 HARLEM GROVETOWN ROAD,GROVETOWN
672,COLUMBIA,36023,1040 NEWMANTOWN ROAD,GROVETOWN
673,COLUMBIA,36024,206 EAST ROBINSON AVE,GROVETOWN
674,COLUMBIA,36027,145 NORTH LOUISVILLE ST,HARLEM
675,COLUMBIA,36056,381 WEST CHURCH STREET,HARLEM
676,COLUMBIA,36020,4798 HARDY MCMANUS RD,EVANS
677,COLUMBIA,36029,2520 RAY OWENS RD,APPLING
678,COLUMBIA,36030,527 BLUERIDGE DR,EVANS
679,COLUMBIA,36031,5555 HEREFORD FARM RD,EVANS
680,COLUMBIA,36032,3632 LYNNWOOD DR,MARTINEZ
681,COLUMBIA,36039,3910 DESOTO DR.,MARTINEZ
682,COLUMBIA,36034,4400 WHEELER RD,MARTINEZ
683,COLUMBIA,36055,215 LEWISTON ROAD,GROVETOWN
684,COLUMBIA,36036,2543 WILLIAM FEW PARKWAY,EVANS
685,COLUMBIA,36052,5445 COLUMBIA ROAD,GROVETOWN
686,COLUMBIA,36014,780 OLD LOUISVILLE ROAD,HARLEM
687,COLUMBIA,36035,1244 FURYS FERRY ROAD,EVANS
688,COLUMBIA,36040,3300 EVANS TO LOCKS ROAD,MARTINEZ
689,COLUMBIA,36057,842 APPLING HARLEM ROAD,HARLEM
690,COLUMBIA,36009,3425 ROSEMONT RD,APPLING
691,COLUMBIA,36046,600 STEVENS CREEK ROAD,AUGUSTA
692,COLUMBIA,36043,4594 COLUMBIA RD,MARTINEZ
693,COLUMBIA,36041,825 NORTH BELAIR RD,EVANS
694,COLUMBIA,36017,555 GIBBS ROAD,EVANS
695,COLUMBIA,36033,261 FLOWING WELLS RD,MARTINEZ
696,COLUMBIA,36044,4943 COLUMBIA RD,GROVETOWN
697,COOK,37002,134 ROUNDTREE ST,CECIL
698,COOK,37016,210 E 8TH ST,ADEL
699,COOK,37019,210 E 8TH ST,ADEL
700,COOK,37017,210 E 8TH ST,ADEL
701,COOK,37004,700 N ELM ST,ADEL
702,COOK,37006,15 E COLQUITT AVE,LENOX
703,COOK,37008,2904 HWY 76,ADEL
704,COOK,37010,115 E COLQUITT ST,SPARKS
705,COWETA,38030,197 TEMPLE AVENUE,NEWNAN
706,COWETA,38001,200 PETE RD,SHARPSBURG
707,COWETA,38002,"160 MARTIN LUTHER KING, JR BLVD",NEWNAN
708,COWETA,38026,135 HEERY ROAD,NEWNAN
709,COWETA,38007,85 LITERARY LANE,NEWNAN
710,COWETA,38005,275 PINE ROAD,NEWNAN
711,COWETA,38006,4566 TOMMY LEE COOK RD,NEWNAN
712,COWETA,38027,2564 HWY 154,NEWNAN
713,COWETA,38010,2545 W HWY 34,NEWNAN
714,COWETA,38012,3370 FISCHER ROAD,NEWNAN
715,COWETA,38013,100 PARK DRIVE,GRANTVILLE
716,COWETA,38028,171 MAGNOLIA STREET,HARALSON
717,COWETA,38008,2970 EAST HIGHWAY 16,SHARPSBURG
718,COWETA,38016,2355 N. HIGHWAY 29,NEWNAN
719,COWETA,38009,85 COUNTRY CLUB ROAD,NEWNAN
720,COWETA,38017,7 MAIN STREET,MORELAND
721,COWETA,38018,25 LAGRANGE STREET,NEWNAN
722,COWETA,38019,720 COUNTRY CLUB RD,NEWNAN
723,COWETA,38020,2285 WEST HIGHWAY 16,NEWNAN
724,COWETA,38022,105 MAIN STREET,SHARPSBURG
725,COWETA,38039,300 HOWARD ROAD,SENOIA
726,COWETA,38014,1515 LOWER FAYETTEVILLE RD,NEWNAN
727,COWETA,38025,3530 EAST HIGHWAY 34,SHARPSBURG
728,COWETA,38041,47 TURIN ROAD,TURIN
729,COWETA,38024,311 SMOKEY ROAD,NEWNAN
730,COWETA,38029,1792 WELCOME ROAD,NEWNAN
731,CRAWFORD,39006,365 COOL SPRINGS CH. RD,FORT VALLEY
732,CRAWFORD,39014,93 S. MATHEWS ST,ROBERTA
733,CRAWFORD,39003,640 GA HWY 128,ROBERTA
734,CRAWFORD,39010,4967 SANDY POINT ROAD,LIZELLA
735,CRAWFORD,39011,10042 GA HIGHWAY 42 S,FORT VALLEY
736,CRAWFORD,39009,5430 US HWY 341 NORTH,MUSELLA
737,CRISP,40001,848 CONEY ROAD NORTH,CORDELE
738,CRISP,40002,3930 1ST AVE,ARABI
739,CRISP,40003,110 W 13TH AVE,CORDELE
740,CRISP,40004,118 CRISP ACADEMY DR,CORDELE
741,CRISP,40006,3738 OLD PENIA RD,CORDELE
742,DADE,41001,71 CASE AVE,TRENTON
743,DADE,41003,000 SCHOOL ST,RISING FAWN
744,DADE,41004,000 NEW HOME RD,TRENTON
745,DADE,41005,12477 HWY 136,RISING FAWN
746,DADE,41007,131 GRIFFIN RD,LOOKOUT MT
747,DADE,41008,5491 HWY 301,TRENTON
748,DADE,41006,63 WAWONA DR.,WILDWOOD
749,DAWSON,42002,96 ACADEMY AVENUE,DAWSONVILLE
750,DAWSON,42010,145 LIBERTY DRIVE,DAWSONVILLE
751,DAWSON,42006,2142 HUBBARD ROAD,DAWSONVILLE
752,DECATUR,43001,405 E. GRIFFIN AVE,ATTAPULGUS
753,DECATUR,43027,179 CLIFTON STREET,BRINSON
754,DECATUR,43005,402 W. LEE ST,CLIMAX
755,DECATUR,43006,600 WHEAT AVE.,BAINBRIDGE
756,DECATUR,43009,1211 VADA RD,BAINBRIDGE
757,DECATUR,43010,2931 SPRING CREEK RD,BRINSON
758,DECATUR,43032,115 DEESE RD,BAINBRIDGE
759,DECATUR,43016,164 RIVER RD,BAINBRIDGE
760,DECATUR,43018,507 MARTIN ST.,BAINBRIDGE
761,DEKALB,44300,2443 MT VERNON ROAD,DUNWOODY
762,DEKALB,44002,659 ALLGOOD ROAD,STONE MOUNTAIN
763,DEKALB,44004,765 SOUTH HAIRSTON ROAD,STONE MOUNTAIN
764,DEKALB,44327,2968 CRAVENRIDGE DRIVE NE,ATLANTA
765,DEKALB,44327,2968 CRAVENRIDGE DRIVE NE,ATLANTA
766,DEKALB,44009,999 BRIARCLIFF RD,ATLANTA
767,DEKALB,44010,21 NORTH AVONDALE PLAZA,AVONDALE ESTATES
768,DEKALB,44223,1192 CLARENDON AVE,AVONDALE ESTATES
769,DEKALB,44043,3260 COVINGTON HIGHWAY,DECATUR
770,DEKALB,44043,3260 COVINGTON HIGHWAY,DECATUR
771,DEKALB,44443,"3132 CLIFTON CHURCH RD, SE",ATLANTA 
772,DEKALB,44443,"3132 CLIFTON CHURCH RD, SE",ATLANTA 
773,DEKALB,44212,2201 YOUNG ROAD,STONE MOUNTAIN
774,DEKALB,44013,1989 AUSTIN DRIVE,DECATUR
775,DEKALB,44014,5200 COVINGTON HIGHWAY,DECATUR
776,DEKALB,44109,2340 CLIFTON SPRINGS RD,DECATUR
777,DEKALB,44109,2340 CLIFTON SPRINGS RD,DECATUR
778,DEKALB,44015,3800 MILES E FOWLER WAY,LITHONIA
779,DEKALB,44016,3505 BORING ROAD,DECATUR
780,DEKALB,44227,1131 BRIAR VISTA TER,ATLANTA
781,DEKALB,44227,1131 BRIAR VISTA TER,ATLANTA
782,DEKALB,44018,3039 BRIARCLIFF ROAD,ATLANTA
783,DEKALB,44019,3715 LAVISTA ROAD,DECATUR
784,DEKALB,44020,3590 LAVISTA ROAD,DECATUR
785,DEKALB,44020,3590 LAVISTA ROAD,DECATUR
786,DEKALB,44329,"2235 BRIARWOOD WAY, NE",ATLANTA
787,DEKALB,44022,1855 BROCKETT ROAD,TUCKER
788,DEKALB,44024,4863 BROWN'S MILL ROAD,LITHONIA
789,DEKALB,44221,4150 GREEN HAWK TRAIL,DECATUR
790,DEKALB,44028,2330 RIVER ROAD,ELLENWOOD
791,DEKALB,44029,2300 WILDCAT ROAD,DECATUR
792,DEKALB,44030,3430 BOULDERCREST ROAD,CONLEY
793,DEKALB,44032,3540 BROAD STREET,CHAMBLEE
794,DEKALB,44032,3540 BROAD STREET,CHAMBLEE
795,DEKALB,44168,5265 MIMOSA DRIVE,STONE MOUNTAIN
796,DEKALB,44168,5265 MIMOSA DRIVE,STONE MOUNTAIN
797,DEKALB,44035,3536 RADCLIFF BOULEVARD,DECATUR
798,DEKALB,44302,4576 NORTH PEACHTREE ROAD,DUNWOODY
799,DEKALB,44037,1994 CLAIRMONT ROAD,DECATUR
800,DEKALB,44436,3701 COLLEGE AVE,CLARKSTON
801,DEKALB,44038,4007 CHURCH STREET,CLARKSTON
802,DEKALB,44418,"1530 WOODBINE AVENUE, SE",ATLANTA
803,DEKALB,44184,2067 COLUMBIA DRIVE,DECATUR
804,DEKALB,44040,3230 COLUMBIA WOODS DR,DECATUR
805,DEKALB,44041,3001 COLUMBIA DRIVE,DECATUR
806,DEKALB,44303,5303 WINTERS CHAPEL ROAD,DORAVILLE
807,DEKALB,44422,"1626 N DRUID HILLS RD, NE",ATLANTA
808,DEKALB,44422,"1626 N DRUID HILLS RD, NE",ATLANTA
809,DEKALB,44045,5587 REDAN ROAD,STONE MOUNTAIN
810,DEKALB,44441,500 S COLUMBIA DRIVE,DECATUR
811,DEKALB,44440,231 SYCAMORE ST,DECATUR
812,DEKALB,44440,231 SYCAMORE ST,DECATUR
813,DEKALB,44318,3725 PARK AVE,DORAVILLE
814,DEKALB,44318,3725 PARK AVE,DORAVILLE
815,DEKALB,44047,2449 DRESDEN DRIVE,CHAMBLEE
816,DEKALB,44383,1798 HAYGOOD DRIVE NE,ATLANTA
817,DEKALB,44049,651 S INDIAN CREEK DRIVE,STONE MOUNTAIN
818,DEKALB,44314,5035 VERMACK ROAD,DUNWOODY
819,DEKALB,44304,5339 CHAMBLEE DUNWOODY ROAD,DUNWOODY
820,DEKALB,44052,919 MARTIN ROAD,STONE MOUNTAIN
821,DEKALB,44048,"1886 NORTH DECATUR RD, NE",ATLANTA
822,DEKALB,44056,2914 EVANS WOODS DRIVE,DORAVILLE
823,DEKALB,44056,2914 EVANS WOODS DRIVE,DORAVILLE
824,DEKALB,44435,303 4TH AVE,DECATUR
825,DEKALB,44057,6133 REDAN ROAD,LITHONIA
826,DEKALB,44058,5505 PHILLIP BRADLEY DR,LITHONIA
827,DEKALB,44059,157 HEATON PARK DRIVE,ATLANTA
828,DEKALB,44062,601 W PONCE DE LEON AVE,DECATUR
829,DEKALB,44063,542 MORELAND AVE SE,ATLANTA
830,DEKALB,44231,4649 GLENWOOD ROAD,DECATUR
831,DEKALB,44065,1074 SOUTH INDIAN CREEK DRIVE,STONE MOUNTAIN
832,DEKALB,44066,4540 FLAKES MILL ROAD,ELLENWOOD
833,DEKALB,44215,4603 EVANS MILL RD,LITHONIA
834,DEKALB,44067,3226 FLAT SHOALS ROAD,DECATUR
835,DEKALB,44068,4022 FLAT SHOALS PARKWAY,DECATUR
836,DEKALB,44071,505 SOUTH HAIRSTON ROAD,STONE MOUNTAIN
837,DEKALB,44141,3434 PLEASANTDALE RD,DORAVILLE
838,DEKALB,44074,1879 GLENWOOD AVE,ATLANTA
839,DEKALB,44074,1879 GLENWOOD AVE,ATLANTA
840,DEKALB,44072,4650 FLAT SHOALS PKWY,DECATUR
841,DEKALB,44076,1101 HAMBRICK ROAD,STONE MOUNTAIN
842,DEKALB,44424,"2535 CALADIUM DRIVE, NE",ATLANTA
843,DEKALB,44079,2408 HENDERSON MILL RD,ATLANTA
844,DEKALB,44079,2408 HENDERSON MILL RD,ATLANTA
845,DEKALB,44082,1879 COLUMBIA DRIVE,DECATUR
846,DEKALB,44086,"480 CLIFTON ST, SE",ATLANTA
847,DEKALB,44305,2112 SEAMAN CIRCLE,CHAMBLEE
848,DEKALB,44088,1484 IDLEWOOD ROAD,TUCKER
849,DEKALB,44089,3901 ROCKBRIDGE RD,STONE MOUNTAIN 
850,DEKALB,44110,2418 WOOD TRAIL LANE,DECATUR
851,DEKALB,44110,2418 WOOD TRAIL LANE,DECATUR
852,DEKALB,44110,2418 WOOD TRAIL LANE,DECATUR
853,DEKALB,44090,2059 LAVISTA ROAD,ATLANTA
854,DEKALB,44091,2071 HOSEA L WILLIAMS DR SE,ATLANTA
855,DEKALB,44442,2630 SKYLAND DR,ATLANTA 
856,DEKALB,44092,1070 OTELLO AVENUE,CLARKSTON
857,DEKALB,44093,3411 KELLEY CHAPEL ROAD,DECATUR
858,DEKALB,44094,2590 KELLEY LAKE ROAD,DECATUR
859,DEKALB,44306,2051 BRENDON DRIVE,DUNWOODY
860,DEKALB,44307,4896 N PEACHTREE RD,DUNWOODY
861,DEKALB,44307,4896 N PEACHTREE RD,DUNWOODY
862,DEKALB,44372,"1663 E NANCY CREEK DRIVE, NE",ATLANTA
863,DEKALB,44099,"3801 BRIARCLIFF ROAD, NE",ATLANTA
